subjects	S	instruction	R	rt
4	left	accuracy	left	0.927577823885811
4	left	speed	left	0.386747195143163
4	left	speed	left	0.604936131911824
4	left	accuracy	right	0.564991060151226
4	right	speed	right	0.874342966972755
4	right	speed	right	0.797074792534114
4	left	speed	left	0.490814440546594
4	right	speed	right	0.548025014217854
4	left	accuracy	right	0.622891501115552
4	left	speed	right	1.00849738074414
4	left	speed	left	0.563268643244802
4	right	speed	right	0.486569864207054
4	left	speed	left	0.879208313992812
4	right	accuracy	right	0.618791075526903
4	left	speed	left	0.449162769106945
4	left	speed	left	0.685322365832492
4	left	accuracy	left	0.885686955980893
4	right	accuracy	right	0.396480679966355
4	right	accuracy	right	2.4538560147386
4	right	speed	right	0.7588383862936
4	right	accuracy	right	0.767057127305291
4	right	accuracy	left	1.16370838851156
4	left	speed	left	0.49844337844089
4	left	accuracy	right	0.869748431279155
4	left	speed	right	0.689775229383178
4	left	speed	left	0.583315291521875
4	right	accuracy	left	1.20076504709705
4	left	speed	left	0.762819774497165
4	right	speed	left	0.350958694418793
4	right	accuracy	right	1.00605467630251
4	right	speed	left	0.42670815951603
4	left	speed	right	1.11267599541568
4	left	speed	right	0.335612110742911
4	right	accuracy	right	0.830434105919624
4	right	speed	right	0.467161031069134
4	left	speed	left	0.423177201761734
4	right	accuracy	right	1.83087121507592
4	right	accuracy	right	0.692759416372992
4	left	accuracy	left	0.500269476262876
4	right	accuracy	left	0.459557677083625
4	right	speed	right	0.93907707296023
4	right	speed	right	0.40100724710269
4	right	accuracy	right	0.773695558377289
4	right	speed	left	0.414243607351244
4	left	speed	right	1.17160853989223
4	left	accuracy	right	0.43878818900701
4	left	speed	right	0.423568626003225
4	left	speed	left	0.378220172989084
4	right	accuracy	right	0.924084593056947
4	left	accuracy	right	0.630703346001917
4	right	accuracy	right	0.63026061658746
4	right	speed	right	0.391847231412605
4	right	speed	left	0.422975569659576
4	right	accuracy	right	0.669957416103381
4	right	speed	left	0.507743803405546
4	right	speed	left	1.04178542952311
4	right	speed	right	0.425578336842505
4	right	accuracy	right	0.797336749562506
4	left	accuracy	left	0.828445257215188
4	left	accuracy	left	0.569916978944971
4	left	speed	left	1.14494426142303
4	right	speed	right	0.464512111764512
4	right	speed	right	0.738778079361578
4	right	accuracy	right	0.640268616521893
4	right	speed	right	0.744319466164495
4	left	accuracy	left	0.643502176331334
4	left	speed	left	0.50434822767994
4	left	accuracy	left	0.749367820834092
4	left	speed	left	0.449709489427684
4	left	speed	left	0.689345040978368
4	left	accuracy	left	1.56616972752446
4	right	accuracy	left	0.65040887723931
4	left	accuracy	right	0.592724484098268
4	left	accuracy	left	0.603766976179879
4	left	speed	left	0.479851395203596
4	right	accuracy	right	0.627043788137898
4	right	speed	left	1.45808582165979
4	left	accuracy	left	0.630259854386701
4	right	speed	right	0.34644904203379
4	left	accuracy	left	0.476916104031484
4	left	accuracy	left	0.578437411846238
4	left	speed	left	0.523077570671121
4	left	accuracy	left	0.458997683224736
4	left	accuracy	left	1.28513313256451
4	left	speed	left	0.672413369761384
4	right	accuracy	left	0.658915865482389
4	right	accuracy	left	0.748097061251822
4	left	accuracy	left	0.906734124540944
4	right	accuracy	left	0.525222765511935
4	left	accuracy	left	0.40173427220252
4	left	accuracy	right	0.754703380701746
4	left	accuracy	right	0.459273720388422
4	right	accuracy	left	0.594536510999388
4	right	accuracy	left	0.439360761954496
4	right	speed	right	0.400599263087914
4	right	accuracy	right	1.29408081409138
4	right	speed	left	0.430762068668622
4	left	accuracy	left	1.28648345700588
4	left	speed	left	0.515278688161259
4	left	accuracy	right	0.758469496059229
4	left	accuracy	left	2.50254302965418
4	left	accuracy	right	1.45832234715311
4	right	accuracy	left	1.21055516287741
4	left	speed	right	0.406338826586845
4	left	accuracy	left	0.551778344327785
4	right	accuracy	right	0.505638689186153
4	left	accuracy	right	1.29374276623839
4	left	accuracy	right	1.07872920016042
4	left	accuracy	left	0.633023470665802
4	right	speed	right	0.38240665060111
4	left	accuracy	left	0.766539169799194
4	right	speed	right	0.614028650056097
4	left	accuracy	left	0.731969308985364
4	right	speed	right	0.462221327929662
4	left	accuracy	left	0.621864812073019
4	right	accuracy	left	1.03728924070506
4	left	accuracy	left	0.542447339304903
4	left	speed	left	0.800812633439225
4	right	accuracy	left	3.17907186660907
4	left	speed	left	0.374501637223082
4	left	speed	left	0.626156332881908
4	right	accuracy	left	1.06953378413391
4	left	speed	left	0.992757514696756
4	right	speed	left	0.554841070768651
4	left	accuracy	left	0.600583493229785
4	right	accuracy	left	0.426399514049634
4	right	accuracy	right	0.836003452494705
4	right	speed	right	0.603155371219176
4	right	accuracy	right	0.807336694928379
4	right	accuracy	right	0.572958093556737
4	right	accuracy	right	0.567555555901341
4	right	accuracy	right	0.633506835263856
4	left	speed	left	0.441742511711665
4	right	accuracy	right	0.643854303137974
4	left	speed	left	0.49385906745689
4	right	accuracy	right	1.04330244295351
4	right	accuracy	right	1.62253962897498
4	left	speed	left	0.543537932695856
4	right	accuracy	right	0.615203811742614
4	left	accuracy	right	1.2396222541349
4	right	accuracy	right	1.00341591734712
4	right	accuracy	right	0.851461894829966
4	right	speed	right	0.440616275995525
4	right	speed	right	0.503379866361645
4	left	speed	left	0.439295854588153
4	right	speed	right	0.569246776915637
4	left	accuracy	right	0.525691285816289
4	left	speed	left	0.516410918126715
4	left	accuracy	left	0.515178618477517
4	right	accuracy	right	0.619690225774811
4	left	accuracy	left	0.6521542016142
4	right	accuracy	right	1.28585174349201
4	left	speed	right	0.502717887573976
4	left	accuracy	left	1.57330795541055
4	right	accuracy	right	0.750402370553569
4	right	accuracy	left	1.94257064538491
4	left	speed	left	0.634017451298563
4	left	accuracy	left	0.493079710686479
4	right	speed	left	0.397053141990168
4	right	speed	left	0.409564567435034
4	left	accuracy	left	1.34978515528145
4	left	speed	left	0.468172660794542
4	left	speed	left	1.2692626937594
4	left	speed	right	0.651873144491704
4	right	speed	right	0.696280096983096
4	left	speed	left	0.664423263787196
4	left	accuracy	left	1.08550589443975
4	right	speed	left	0.648360914721521
4	left	speed	left	0.706019034175684
4	right	accuracy	right	1.04613806096531
4	right	accuracy	right	1.34199433934224
4	left	accuracy	left	0.766972870446837
4	right	speed	right	1.19998223199725
4	left	accuracy	left	1.08203876827805
4	right	accuracy	right	0.777995768217597
4	right	accuracy	right	0.413894761661791
4	left	speed	left	0.524243040243241
4	right	accuracy	right	1.01615938973198
4	right	speed	right	0.563183333472855
4	right	speed	right	0.376094592931803
4	left	accuracy	right	0.689687483590289
4	right	accuracy	right	1.06995441033512
4	right	speed	right	1.70571855949909
4	right	accuracy	right	0.938395317356797
4	left	speed	left	1.01569375920299
4	left	speed	left	1.32142661719361
4	left	speed	left	0.598003445870673
4	right	accuracy	left	2.03339135335941
4	left	speed	left	1.01168362132774
4	left	accuracy	left	2.23656748686557
4	right	accuracy	right	0.560517105761577
4	right	speed	right	0.946074031565178
4	right	speed	right	1.6480152816153
4	right	accuracy	right	0.507612342416116
4	right	accuracy	left	0.984679618092904
4	left	accuracy	left	0.481616206033222
4	left	speed	left	0.355689855452543
4	right	speed	left	0.550945575787894
4	left	speed	right	0.462303055542573
4	right	speed	left	0.534032918476203
4	right	speed	right	0.501956143031935
4	right	speed	left	0.445853908662259
4	left	accuracy	left	0.615830046424589
4	left	accuracy	left	0.952495334212168
4	right	accuracy	right	2.01749870504259
4	right	speed	right	0.442775466200222
4	right	speed	left	0.566765724721607
4	left	accuracy	left	0.500164363569245
4	right	accuracy	left	0.944661474604413
4	left	speed	left	0.495321863067549
4	left	speed	right	0.41904109083902
4	left	accuracy	left	1.28551194128737
4	left	accuracy	left	0.85552035530032
4	right	speed	right	0.736034945290525
4	right	accuracy	left	0.646083726858792
4	right	speed	left	0.582408400508766
4	left	accuracy	right	0.897384999177967
4	right	accuracy	right	0.650518018598465
4	left	speed	left	0.695689410000612
4	right	speed	right	0.577309433292644
4	right	accuracy	right	0.782654044370866
4	right	speed	left	1.00002392306784
4	left	speed	left	0.563102009272272
4	right	speed	right	0.785503160367154
4	right	accuracy	right	2.00870293859478
4	left	speed	left	0.784167232660311
4	left	speed	left	0.437897505179799
4	left	accuracy	left	1.24421430609239
4	left	speed	right	0.50555034888063
4	left	accuracy	left	2.44798354158994
4	right	accuracy	left	0.676582242139363
4	right	speed	right	0.462941073816708
4	right	speed	right	1.05475798536496
4	left	speed	right	0.379408635920692
4	right	accuracy	left	1.3212466577225
4	right	speed	right	0.443593294154912
4	left	accuracy	left	1.17403598816105
4	left	accuracy	left	1.34626962321871
4	right	accuracy	left	0.691875104428798
4	left	accuracy	left	1.13685072896215
4	left	speed	right	1.42150354390282
4	right	accuracy	right	0.429763611716178
4	left	speed	left	0.813134084921304
4	left	speed	right	0.680093586281315
4	left	speed	left	0.627839330708912
4	right	speed	right	1.02683051983124
4	right	speed	right	0.449005335006352
4	left	accuracy	right	0.500698290072258
4	left	accuracy	left	0.682389023928013
4	right	speed	right	0.447877086477833
4	left	speed	left	0.382785179888264
4	right	accuracy	right	1.20807787663914
4	left	speed	left	0.648312826042472
4	right	speed	right	1.07477840697374
4	left	speed	left	0.41290219618911
4	right	speed	right	0.443947154847314
4	right	speed	right	0.382495993646349
4	left	speed	left	0.546865107404574
4	right	accuracy	left	0.469081072985292
4	right	speed	right	0.374374873944805
4	left	accuracy	left	1.1073075393893
4	right	speed	left	1.67718262156079
4	left	accuracy	right	0.881203986026628
4	left	accuracy	right	0.590365626309578
4	left	accuracy	right	0.69636350264845
4	left	accuracy	left	0.748911005877887
4	left	speed	left	0.46501248289371
4	right	accuracy	right	1.06649218700499
4	right	accuracy	right	0.707385292947113
4	right	accuracy	right	0.526769328754373
4	left	accuracy	left	0.845564893181454
4	left	speed	left	0.625389569262276
4	right	speed	left	0.606779584581172
4	left	speed	right	0.570014630240723
4	right	speed	left	0.432215246467104
4	left	speed	left	0.392572263453434
4	left	accuracy	right	0.827748864608015
4	left	speed	right	0.413578688116781
4	right	speed	right	0.345793378538642
4	left	speed	right	0.591457133236466
4	left	speed	left	0.439338783860396
4	right	speed	left	0.555218492042989
4	right	accuracy	left	1.75620998661747
4	left	speed	left	0.755101563069524
4	left	speed	left	0.501309317731466
4	right	speed	right	1.51216250171036
4	left	accuracy	left	1.38607173341557
4	left	speed	left	0.81342093233132
4	right	accuracy	right	0.477578395253193
4	left	accuracy	left	1.29685557144458
4	left	accuracy	left	2.20582919225228
4	left	speed	right	0.44482505768201
4	right	accuracy	right	1.11912668673549
4	right	accuracy	right	0.69390728392574
4	right	speed	right	0.459622181815653
4	right	accuracy	right	1.31122904724975
4	right	speed	right	0.580892131373654
4	right	speed	left	0.533289220999914
4	right	accuracy	right	1.29313674090567
4	left	speed	left	0.890486961652363
4	left	speed	right	0.420119078506302
4	right	accuracy	right	0.361394388866461
4	left	accuracy	right	0.664910337390582
4	left	accuracy	right	1.10939545829062
4	right	speed	left	0.561555485551868
4	left	accuracy	left	0.561513423005669
4	left	speed	left	0.385927853537043
4	left	accuracy	left	1.18890515678687
4	left	accuracy	right	1.35223724424301
4	left	accuracy	right	0.708504214960322
4	left	speed	left	0.539404404308317
4	right	speed	right	0.622801468920725
4	left	speed	left	0.363330640467874
4	left	speed	left	1.16993550593673
4	right	accuracy	right	1.36508014494342
4	right	speed	left	0.759548610557645
4	left	speed	left	0.587089144373266
4	right	accuracy	right	0.607959655111742
4	right	accuracy	right	0.70742013190504
4	left	accuracy	right	1.15683958833031
4	right	accuracy	right	0.931977959751794
4	left	accuracy	right	0.785646569349868
4	right	speed	left	0.42202364637552
4	right	speed	left	0.605556939177842
4	left	accuracy	left	1.60292790121356
4	right	speed	right	0.591826661245143
4	left	speed	left	0.637164497860492
4	right	speed	right	0.434765293350675
4	left	speed	left	0.479235674173295
4	left	speed	right	1.38885349776239
4	right	accuracy	left	0.866586203832541
4	right	accuracy	right	0.497404724932523
4	left	accuracy	left	0.553443783726557
4	left	accuracy	left	0.971049868449662
4	left	accuracy	left	0.413038821444935
4	left	accuracy	right	0.925599731558104
4	left	accuracy	right	0.779987663919175
4	left	accuracy	left	1.13687492141915
4	right	accuracy	right	0.666065156651951
4	left	speed	left	0.543610058270413
4	left	speed	left	0.410079220997208
4	left	speed	left	0.871239959457812
4	left	accuracy	left	0.463520869173237
4	right	speed	right	0.425331647757126
4	left	speed	left	0.865688791944768
4	left	accuracy	left	0.429586795146885
4	left	speed	left	1.17867646419752
4	left	speed	right	0.466723783879502
4	right	speed	left	0.50097360564546
4	right	speed	left	0.463370602413406
4	left	speed	left	1.03786357963881
4	right	accuracy	right	0.703980661583476
4	right	accuracy	left	1.16809807890819
4	right	speed	left	0.534818314508854
4	left	speed	left	0.374749803095179
4	left	speed	right	0.659383667323482
4	left	accuracy	left	0.602028924715024
4	left	accuracy	left	0.599559120355082
4	right	accuracy	right	0.484402155334992
4	left	accuracy	left	0.657312608352564
4	left	speed	left	0.433113935740017
4	left	accuracy	left	0.451643853686773
4	right	speed	right	0.69601697502874
4	left	accuracy	left	0.987460631256489
4	left	speed	right	0.759857569340492
4	right	speed	right	0.406182349400677
4	right	speed	right	1.1971005174908
4	right	speed	right	1.22907952888193
4	left	accuracy	left	0.917394656273736
4	right	accuracy	right	0.505073977777318
4	right	accuracy	right	0.798579403939546
4	left	accuracy	left	0.869107394101549
4	left	accuracy	left	0.674308389973142
4	left	accuracy	right	0.44602033481628
4	right	accuracy	left	0.63933353519897
4	right	speed	left	0.390413951876053
4	right	speed	right	0.497708337080899
4	right	accuracy	left	3.17302851045704
4	left	speed	right	1.36357783884548
4	left	speed	right	1.18352109716232
4	right	accuracy	right	0.450738921767435
4	right	speed	right	0.390355239272877
4	right	speed	right	1.01744348148914
4	right	accuracy	left	0.674609034259755
4	left	speed	right	0.460854942324073
4	left	speed	right	0.46949049056664
4	right	speed	left	0.430609134938413
4	right	speed	right	0.370269353250815
4	left	accuracy	left	1.4826410589925
4	left	speed	left	0.448444514384891
4	right	accuracy	right	0.791958474209777
4	right	accuracy	left	0.530533517296797
4	left	accuracy	left	0.825884319407332
4	right	speed	right	0.422925422498063
4	left	accuracy	left	0.75148516560955
4	right	accuracy	left	0.696249563292443
4	right	speed	right	0.849093035235785
4	right	accuracy	right	0.4179460248298
4	right	speed	right	0.439275310274785
4	left	speed	left	1.0373215425025
4	right	speed	right	0.498606227908067
4	left	accuracy	right	1.38625681452167
4	left	speed	left	0.732626891695802
4	left	speed	right	0.642212075001423
4	left	speed	left	0.627456785821789
4	left	accuracy	left	0.508638557596403
4	right	speed	right	0.407325196351931
4	right	speed	left	0.482424121807763
4	right	speed	right	0.775290962239148
4	left	speed	left	0.628034205906459
4	right	accuracy	left	0.593116048365999
4	right	speed	right	0.435037326749582
4	right	accuracy	right	0.436560053451425
4	left	speed	left	0.515710694051006
5	right	speed	right	0.419800737103473
5	left	speed	right	1.37972101890438
5	right	speed	right	0.598041216052162
5	right	speed	left	0.34107424452892
5	left	speed	right	0.384371111568209
5	left	accuracy	left	0.877917446565732
5	left	speed	left	2.19585469213296
5	left	speed	left	0.492318037478134
5	left	accuracy	left	0.53834226214263
5	left	accuracy	left	1.37519822339991
5	right	speed	right	0.474837248959204
5	left	accuracy	right	0.80482733780537
5	right	speed	left	0.560908165948967
5	right	speed	right	0.562386043349746
5	right	speed	right	0.508405451322809
5	left	accuracy	right	0.861818309760286
5	left	speed	right	0.534536070497496
5	right	accuracy	right	0.401832270053077
5	left	accuracy	left	0.774741252266672
5	left	speed	left	0.405065457972513
5	left	accuracy	right	0.493753083030309
5	left	speed	left	0.476426683754365
5	right	speed	right	5.45930678594104
5	right	accuracy	left	0.874487037049273
5	right	speed	right	0.51457504786882
5	right	accuracy	right	1.06844192394703
5	left	accuracy	left	2.35579765227968
5	right	accuracy	left	1.71751559491004
5	left	speed	left	1.10050892243432
5	left	accuracy	left	1.10922423736678
5	right	speed	left	0.604803647056905
5	left	speed	left	0.618844663962175
5	right	accuracy	right	0.876459822412903
5	left	accuracy	left	2.96242832139445
5	left	speed	left	0.464284115491456
5	right	speed	left	0.465324088356761
5	left	speed	right	0.92485081616925
5	right	accuracy	right	0.58806373227356
5	left	speed	left	0.512993516190436
5	right	accuracy	left	0.49309397081494
5	right	speed	right	1.01049737775116
5	right	speed	right	0.544353138624155
5	right	speed	right	1.08938783156988
5	right	speed	right	0.695580349151472
5	left	accuracy	left	1.01530883381984
5	left	accuracy	left	1.67313048813148
5	right	accuracy	right	1.47713269771868
5	left	accuracy	left	0.80132588642656
5	left	accuracy	left	0.606680350580975
5	right	accuracy	right	0.532410785194096
5	left	speed	right	1.39069789086698
5	left	speed	left	0.405216840453062
5	left	accuracy	right	1.14026700570745
5	left	accuracy	right	0.559196138839159
5	left	accuracy	left	0.625216734828547
5	left	accuracy	right	0.684311232382182
5	right	accuracy	right	2.15185027255123
5	left	speed	left	0.913583876626131
5	left	speed	left	0.431105539648027
5	right	accuracy	right	0.978265277449516
5	left	accuracy	right	0.349907505825617
5	right	accuracy	left	1.58055617057461
5	left	speed	right	0.700695790433814
5	right	accuracy	right	1.26428527753627
5	right	speed	left	0.44989531104026
5	right	accuracy	left	0.808519730001303
5	left	speed	left	1.32791609887891
5	right	speed	right	1.56192366667602
5	right	speed	right	0.322655423023118
5	right	speed	right	0.512935045076831
5	right	speed	right	0.456710039840001
5	left	speed	left	1.19785081568766
5	right	accuracy	left	0.578964277049752
5	left	speed	left	1.31930144002436
5	right	accuracy	right	0.661918845188805
5	right	accuracy	right	0.701489029815484
5	right	speed	left	0.888617894241774
5	left	accuracy	left	1.46924480988574
5	left	accuracy	left	0.817510780495741
5	right	speed	left	0.412049984202352
5	right	speed	right	0.767112932910132
5	right	speed	right	1.3055421767767
5	right	accuracy	right	0.991774495220895
5	left	accuracy	right	0.738768461744463
5	right	speed	right	0.673124714173282
5	right	accuracy	right	0.417438668809538
5	left	speed	left	1.35961582655433
5	right	speed	left	0.542446243947605
5	right	speed	right	0.713800956445512
5	right	accuracy	right	0.740643527372527
5	left	speed	right	0.655856370559436
5	left	accuracy	left	1.89516284751184
5	right	speed	right	1.00276297313747
5	left	speed	right	0.846373052059988
5	left	accuracy	left	0.366298210053796
5	right	speed	left	1.37943629325397
5	left	speed	left	0.58135973174044
5	right	speed	right	1.00279585835834
5	left	accuracy	right	0.914956772911533
5	left	accuracy	left	1.63808539622794
5	right	accuracy	right	0.7931847618619
5	left	accuracy	left	1.24971062476781
5	right	speed	right	0.378971914589707
5	left	accuracy	right	1.27653399340094
5	right	accuracy	right	1.8304877163715
5	left	accuracy	left	1.74880906064014
5	left	accuracy	left	1.47192019146891
5	left	speed	left	1.44729076859632
5	left	accuracy	right	0.56210831923838
5	left	accuracy	left	2.53787068814741
5	left	accuracy	left	0.82116950694657
5	right	accuracy	right	0.642204408633073
5	left	accuracy	left	1.31469521929807
5	left	speed	left	1.30994284038454
5	left	accuracy	left	0.431954732647881
5	left	speed	left	0.420845998358082
5	right	speed	right	0.449719543663673
5	right	speed	right	0.888898471835122
5	left	accuracy	left	1.62274094655648
5	right	speed	right	0.501432717723381
5	left	speed	right	0.616526824172963
5	right	accuracy	right	1.2686976843034
5	right	accuracy	left	1.32579152167299
5	left	accuracy	right	0.589265143994884
5	left	speed	right	0.392798445730624
5	left	speed	left	0.358700426336838
5	left	accuracy	right	2.53308239924354
5	left	accuracy	right	0.993866957550105
5	right	speed	right	0.379552745013704
5	right	speed	right	0.625084664121538
5	left	accuracy	left	0.589607174411317
5	left	speed	right	0.351913313252343
5	right	accuracy	right	0.480199456602704
5	right	speed	right	1.02666144325281
5	right	speed	right	0.629063494648169
5	right	speed	left	0.581770833515118
5	left	speed	left	0.325183988715857
5	right	speed	left	0.502190446075483
5	right	speed	right	0.497639571280303
5	right	accuracy	right	0.980347525583133
5	right	speed	right	0.590540901187836
5	left	accuracy	right	1.25951610455157
5	right	accuracy	right	1.2717915169337
5	right	speed	right	0.371844008263958
5	right	accuracy	right	0.451875012993097
5	left	speed	left	0.37634795961504
5	left	speed	left	0.991321325492191
5	left	accuracy	left	0.864715617583842
5	left	speed	right	0.321986563161223
5	right	accuracy	left	2.15483558123254
5	right	accuracy	right	0.726811550702497
5	right	speed	right	0.398669889834807
5	left	accuracy	left	0.686902100957526
5	left	speed	right	0.408634289970942
5	right	speed	right	0.98536472788985
5	right	speed	left	2.2084377690779
5	left	speed	left	0.693933242572316
5	right	accuracy	right	0.372547479899392
5	left	accuracy	left	1.13554442909133
5	right	speed	left	0.410395142244521
5	right	accuracy	right	1.21516807089506
5	left	speed	left	0.478073994731265
5	left	speed	right	0.837794381537395
5	left	speed	left	0.595115354630501
5	left	accuracy	left	0.441329685175145
5	left	accuracy	right	0.609203781029083
5	left	speed	left	0.389988836553019
5	right	speed	right	1.91975795159616
5	left	accuracy	left	0.963700862512024
5	left	speed	right	1.30262123608422
5	right	accuracy	right	0.957574635037571
5	right	accuracy	left	0.719485049926078
5	right	speed	right	0.543665977749416
5	left	speed	left	0.632593388276616
5	right	speed	right	0.462384536008234
5	right	accuracy	right	1.26861679695552
5	right	speed	left	0.544595161445797
5	right	accuracy	right	1.71914512888756
5	left	speed	left	0.4522872082286
5	right	accuracy	right	0.691860578612431
5	left	accuracy	left	1.29112111184861
5	right	accuracy	right	1.35639870124345
5	left	accuracy	left	1.99618375908997
5	left	speed	right	0.800701258967394
5	right	speed	right	0.776607281058093
5	right	accuracy	left	0.777081930198717
5	right	accuracy	right	0.992098875842307
5	right	speed	right	1.1307873854124
5	left	speed	right	0.578362623445289
5	right	speed	right	1.13672771830211
5	left	speed	right	2.30286092438868
5	right	speed	left	1.43349094602386
5	left	accuracy	right	0.631542322361557
5	right	speed	left	1.10205885273842
5	right	speed	left	1.44991613305742
5	right	accuracy	right	0.961371568500521
5	right	accuracy	left	0.708717070940652
5	left	accuracy	right	1.02138624444922
5	left	speed	right	1.40640063443377
5	left	speed	right	0.495495676321158
5	left	speed	right	1.51534955349853
5	right	accuracy	left	0.424426173428212
5	right	accuracy	left	0.795295206650853
5	right	accuracy	left	0.509704841012741
5	right	speed	right	0.412120315756177
5	left	speed	left	0.797601259620044
5	left	accuracy	left	1.86300192914846
5	left	accuracy	left	1.49819024536904
5	right	accuracy	left	0.979121192147718
5	left	accuracy	right	0.846533619483927
5	left	speed	left	0.703187793379053
5	right	speed	right	0.980100208844748
5	right	speed	right	0.509363295498651
5	left	accuracy	right	0.599477110108769
5	left	accuracy	left	0.788201455087039
5	left	accuracy	right	1.28661801110641
5	right	accuracy	left	2.04397434396083
5	right	accuracy	left	1.49101700203159
5	right	speed	left	0.734786083409964
5	right	accuracy	right	2.00268022579649
5	left	speed	left	0.720760754104382
5	right	speed	right	1.13425833428025
5	left	accuracy	left	0.85605457559222
5	right	accuracy	right	1.92791456245448
5	left	speed	left	1.07281810908673
5	left	accuracy	left	0.538383019973504
5	left	speed	left	0.390231359415348
5	right	accuracy	left	0.668918744415555
5	right	speed	right	0.438659097771879
5	left	speed	right	0.667945756127923
5	left	accuracy	right	1.25586791448592
5	left	speed	left	0.3906943502094
5	left	speed	left	0.353333910077524
5	right	speed	left	0.471077100879679
5	left	accuracy	right	0.816319300486871
5	right	accuracy	right	1.87240742736536
5	right	speed	left	0.688775116327217
5	left	accuracy	left	0.403004731737915
5	left	speed	left	0.539934268128235
5	right	speed	right	0.672757284951005
5	left	speed	left	0.86646564616018
5	left	accuracy	left	0.830080270395141
5	left	accuracy	left	0.887218383031201
5	left	accuracy	left	0.923976606869249
5	left	speed	left	0.446493132318324
5	left	accuracy	right	0.447888501468228
5	left	speed	left	0.531959372631979
5	right	accuracy	left	1.4565439730431
5	left	accuracy	right	0.560081540223754
5	right	speed	right	1.02744585769311
5	right	speed	right	1.07030538776341
5	right	speed	left	0.715532458644876
5	right	speed	right	0.415878468877217
5	right	speed	right	0.426858750476505
5	right	accuracy	right	1.13704781713363
5	left	accuracy	right	1.14798188375337
5	right	accuracy	right	0.439038851961992
5	right	accuracy	right	0.531912007134533
5	right	accuracy	left	0.742835203865514
5	right	accuracy	right	0.475040064385699
5	right	accuracy	left	0.856761462948316
5	left	accuracy	left	0.813903940190554
5	right	speed	left	0.537981377202616
5	left	accuracy	left	0.628262478837674
5	right	accuracy	left	0.405895464052577
5	left	accuracy	left	0.976870542102029
5	left	accuracy	left	2.26910577412117
5	right	accuracy	left	0.601138599108913
5	left	accuracy	left	0.478351797046584
5	right	accuracy	right	0.632490349856553
5	right	speed	right	1.80882815992487
5	right	speed	right	0.355782252975787
5	right	accuracy	right	0.794607651929363
5	left	speed	left	0.566069407086019
5	left	speed	left	0.4531427906667
5	left	accuracy	left	0.84863707169519
5	left	speed	right	1.41348969301333
5	right	accuracy	right	0.932960017982168
5	left	speed	left	1.17425130542607
5	left	accuracy	right	0.534625012025167
5	right	accuracy	right	1.61482865463848
5	left	speed	right	0.376933370464307
5	right	speed	left	0.952675407021615
5	right	accuracy	right	1.02177876366299
5	right	accuracy	right	0.766943928329273
5	left	speed	right	0.427519066416014
5	right	speed	right	0.620946551403087
5	right	speed	right	0.8897291766071
5	right	accuracy	right	1.13089038975769
5	right	speed	right	0.646519278616142
5	left	accuracy	left	0.563709460796757
5	right	accuracy	right	0.64833154417344
5	left	accuracy	left	0.991878489697009
5	right	speed	right	0.814479452702524
5	right	accuracy	left	0.626876271872536
5	right	accuracy	right	0.913080635305249
5	left	accuracy	right	0.75450316223713
5	left	speed	left	0.823334964875041
5	right	accuracy	right	0.53701588686545
5	right	accuracy	right	1.33278118157229
5	left	accuracy	left	0.791749360796719
5	left	accuracy	left	0.568803393991492
5	right	accuracy	right	0.665379347221151
5	left	speed	left	1.65548425967707
5	right	speed	left	0.731797062481682
5	left	accuracy	left	2.82298339683231
5	right	accuracy	right	0.773662125167009
5	left	speed	left	0.657401074645483
5	right	speed	right	0.585736734982722
5	left	accuracy	left	1.82164189513883
5	right	speed	left	0.625146406246128
5	left	speed	right	0.729130979079221
5	left	speed	left	1.20611825207433
5	left	speed	right	0.402346666080367
5	left	speed	left	0.392614285561566
5	left	accuracy	left	0.330520778801344
5	left	accuracy	right	0.676244887692567
5	right	accuracy	right	0.729758938773111
5	left	speed	right	0.820361668372018
5	right	accuracy	right	1.07066330780455
5	right	speed	right	0.839061114382257
5	right	speed	right	0.517528592247988
5	left	speed	left	0.513731804156348
5	left	accuracy	left	0.444172427793797
5	left	accuracy	left	2.09446894111318
5	left	speed	left	0.424112967284436
5	left	accuracy	left	1.30035617681302
5	left	speed	left	0.399192457428624
5	right	accuracy	right	1.3567246472321
5	right	speed	right	0.639629929080971
5	right	accuracy	right	0.836009403269561
5	left	accuracy	right	0.659358264264235
5	right	accuracy	right	1.19275506107878
5	left	accuracy	left	0.408593889144688
5	left	speed	left	0.732727752712064
5	left	speed	left	1.10796665974385
5	left	speed	left	0.381295227803878
5	left	speed	right	0.856025450148973
5	left	accuracy	right	1.00504349866012
5	right	speed	left	0.751046781498978
5	left	speed	right	0.335646573385365
5	right	speed	left	1.08108028782
5	left	speed	left	0.961774439536939
5	left	speed	left	0.545017790575272
5	left	speed	right	1.45307197818348
5	right	accuracy	right	1.480219221631
5	left	accuracy	right	0.383355855274662
5	left	speed	right	0.444704655810336
5	left	speed	left	2.3500132282328
5	left	accuracy	left	3.1134267502475
5	right	speed	left	1.28026657844309
5	right	accuracy	right	0.89289103625502
5	right	accuracy	right	0.898694831816064
5	right	accuracy	right	0.579215111662143
5	left	speed	left	0.891875248553714
5	left	accuracy	left	0.646470380753798
5	right	accuracy	left	0.671046815871354
5	left	accuracy	left	1.66682230511592
5	right	speed	right	0.953022824386954
5	left	speed	right	0.762429586307367
5	right	speed	left	0.492266919449539
5	right	speed	left	0.627836101389784
5	right	accuracy	right	0.618768462583782
